text,policy_id
Requiero días libres urgente,000a3793-827e-4616-84f9-0a23863e0a35
Requiero días libres urgente para Aitana Gil Castelló,000a3793-827e-4616-84f9-0a23863e0a35
Me gustaría iniciar el proceso de días libres,000a3793-827e-4616-84f9-0a23863e0a35
Me gustaría iniciar el proceso de días libres para Evaristo de Piña,000a3793-827e-4616-84f9-0a23863e0a35
días libres es lo que busco,000a3793-827e-4616-84f9-0a23863e0a35
días libres es lo que busco para Luna Santiago Soto,000a3793-827e-4616-84f9-0a23863e0a35
Quiero abrir una solicitud para días libres,000a3793-827e-4616-84f9-0a23863e0a35
Quiero abrir una solicitud para días libres para Hector Barranco Montesinos,000a3793-827e-4616-84f9-0a23863e0a35
"Por favor, necesito días libres",000a3793-827e-4616-84f9-0a23863e0a35
"Por favor, necesito días libres para Melchor Carbó Escrivá",000a3793-827e-4616-84f9-0a23863e0a35
Quisiera gestionar días libres para este mes,000a3793-827e-4616-84f9-0a23863e0a35
Quisiera gestionar días libres para este mes para Celso Montoya Plana,000a3793-827e-4616-84f9-0a23863e0a35
Me hace falta iniciar días libres,000a3793-827e-4616-84f9-0a23863e0a35
Me hace falta iniciar días libres para Olegario Heraclio Vara Lara,000a3793-827e-4616-84f9-0a23863e0a35
Abrir solicitud de días libres,000a3793-827e-4616-84f9-0a23863e0a35
Abrir solicitud de días libres para Adora del Arnau,000a3793-827e-4616-84f9-0a23863e0a35
Iniciar flujo para días libres,000a3793-827e-4616-84f9-0a23863e0a35
Iniciar flujo para días libres para Óscar Lasa Reina,000a3793-827e-4616-84f9-0a23863e0a35
Tengo un problema con días libres,000a3793-827e-4616-84f9-0a23863e0a35
Tengo un problema con días libres para Luis Fiol Zamora,000a3793-827e-4616-84f9-0a23863e0a35
Cómo puedo solicitar días libres,000a3793-827e-4616-84f9-0a23863e0a35
Cómo puedo solicitar días libres para Amador Palomo Manso,000a3793-827e-4616-84f9-0a23863e0a35
Deseo registrar días libres,000a3793-827e-4616-84f9-0a23863e0a35
Deseo registrar días libres para Leocadia Pomares Riba,000a3793-827e-4616-84f9-0a23863e0a35
Necesito iniciar el trámite de pedir vacaciones,000a3793-827e-4616-84f9-0a23863e0a35
Necesito iniciar el trámite de pedir vacaciones para Pelayo Peinado Ledesma,000a3793-827e-4616-84f9-0a23863e0a35
Quiero solicitar pedir vacaciones,000a3793-827e-4616-84f9-0a23863e0a35
Quiero solicitar pedir vacaciones para Reina Emperatriz Almeida Tejedor,000a3793-827e-4616-84f9-0a23863e0a35
Cómo hago para pedir pedir vacaciones,000a3793-827e-4616-84f9-0a23863e0a35
Cómo hago para pedir pedir vacaciones para Guiomar Navarrete Garriga,000a3793-827e-4616-84f9-0a23863e0a35
Ayuda con pedir vacaciones,000a3793-827e-4616-84f9-0a23863e0a35
Ayuda con pedir vacaciones para Pastor Cañizares Carreño,000a3793-827e-4616-84f9-0a23863e0a35
Trámite de pedir vacaciones por favor,000a3793-827e-4616-84f9-0a23863e0a35
Trámite de pedir vacaciones por favor para Baudelio de Tejera,000a3793-827e-4616-84f9-0a23863e0a35
Deseo tramitar pedir vacaciones,000a3793-827e-4616-84f9-0a23863e0a35
Deseo tramitar pedir vacaciones para Isaura del Pablo,000a3793-827e-4616-84f9-0a23863e0a35
Requiero pedir vacaciones urgente,000a3793-827e-4616-84f9-0a23863e0a35
Requiero pedir vacaciones urgente para Tadeo del Iñiguez,000a3793-827e-4616-84f9-0a23863e0a35
Me gustaría iniciar el proceso de pedir vacaciones,000a3793-827e-4616-84f9-0a23863e0a35
Me gustaría iniciar el proceso de pedir vacaciones para Buenaventura Perez-Español,000a3793-827e-4616-84f9-0a23863e0a35
pedir vacaciones es lo que busco,000a3793-827e-4616-84f9-0a23863e0a35
pedir vacaciones es lo que busco para Olga Meléndez Piñeiro,000a3793-827e-4616-84f9-0a23863e0a35
Quiero abrir una solicitud para pedir vacaciones,000a3793-827e-4616-84f9-0a23863e0a35
Quiero abrir una solicitud para pedir vacaciones para Dan Quiroga Pinedo,000a3793-827e-4616-84f9-0a23863e0a35
"Por favor, necesito pedir vacaciones",000a3793-827e-4616-84f9-0a23863e0a35
"Por favor, necesito pedir vacaciones para Cecilia Gelabert",000a3793-827e-4616-84f9-0a23863e0a35
Quisiera gestionar pedir vacaciones para este mes,000a3793-827e-4616-84f9-0a23863e0a35
Quisiera gestionar pedir vacaciones para este mes para Belen Girona Falcó,000a3793-827e-4616-84f9-0a23863e0a35
Me hace falta iniciar pedir vacaciones,000a3793-827e-4616-84f9-0a23863e0a35
Me hace falta iniciar pedir vacaciones para Carolina de Peñalver,000a3793-827e-4616-84f9-0a23863e0a35
Abrir solicitud de pedir vacaciones,000a3793-827e-4616-84f9-0a23863e0a35
Abrir solicitud de pedir vacaciones para Pancho Vallés Palomino,000a3793-827e-4616-84f9-0a23863e0a35
Iniciar flujo para pedir vacaciones,000a3793-827e-4616-84f9-0a23863e0a35
Iniciar flujo para pedir vacaciones para Marina de Coll,000a3793-827e-4616-84f9-0a23863e0a35
Tengo un problema con pedir vacaciones,000a3793-827e-4616-84f9-0a23863e0a35
Tengo un problema con pedir vacaciones para Mario de Vilalta,000a3793-827e-4616-84f9-0a23863e0a35
Cómo puedo solicitar pedir vacaciones,000a3793-827e-4616-84f9-0a23863e0a35
Cómo puedo solicitar pedir vacaciones para Félix Caballero Ríos,000a3793-827e-4616-84f9-0a23863e0a35
Deseo registrar pedir vacaciones,000a3793-827e-4616-84f9-0a23863e0a35
Deseo registrar pedir vacaciones para Morena Vazquez,000a3793-827e-4616-84f9-0a23863e0a35
Necesito iniciar el trámite de descanso anual,000a3793-827e-4616-84f9-0a23863e0a35
Necesito iniciar el trámite de descanso anual para Guiomar Bermudez Cabrera,000a3793-827e-4616-84f9-0a23863e0a35
Quiero solicitar descanso anual,000a3793-827e-4616-84f9-0a23863e0a35
Quiero solicitar descanso anual para Toribio Pablo Manzano Carrera,000a3793-827e-4616-84f9-0a23863e0a35
Cómo hago para pedir descanso anual,000a3793-827e-4616-84f9-0a23863e0a35
Cómo hago para pedir descanso anual para Imelda Nadal-Egea,000a3793-827e-4616-84f9-0a23863e0a35
Ayuda con descanso anual,000a3793-827e-4616-84f9-0a23863e0a35
Ayuda con descanso anual para Javi Rico Armengol,000a3793-827e-4616-84f9-0a23863e0a35
Trámite de descanso anual por favor,000a3793-827e-4616-84f9-0a23863e0a35
Trámite de descanso anual por favor para Julie del Múgica,000a3793-827e-4616-84f9-0a23863e0a35
Deseo tramitar descanso anual,000a3793-827e-4616-84f9-0a23863e0a35
Deseo tramitar descanso anual para Leocadio Cervantes Hurtado,000a3793-827e-4616-84f9-0a23863e0a35
Necesito iniciar el trámite de contratar,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Necesito iniciar el trámite de contratar para Jimena Cuenca Serra,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quiero solicitar contratar,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quiero solicitar contratar para Eliseo Pareja Riera,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Cómo hago para pedir contratar,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Cómo hago para pedir contratar para Cayetano Torralba Morante,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Ayuda con contratar,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Ayuda con contratar para Tito del Soria,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Trámite de contratar por favor,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Trámite de contratar por favor para Germán Escalona,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Deseo tramitar contratar,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Deseo tramitar contratar para Jose Angel Castelló Gomila,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Requiero contratar urgente,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Requiero contratar urgente para Ángela de Briones,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Me gustaría iniciar el proceso de contratar,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Me gustaría iniciar el proceso de contratar para Fito Pineda Aguirre,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
contratar es lo que busco,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
contratar es lo que busco para Agustina Fabra,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quiero abrir una solicitud para contratar,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quiero abrir una solicitud para contratar para Carolina Regina Ribes Lucena,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
"Por favor, necesito contratar",111e9d86-cbd2-45ff-a809-4072bbe6a4d0
"Por favor, necesito contratar para Brunilda Escolano Sobrino",111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quisiera gestionar contratar para este mes,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quisiera gestionar contratar para este mes para Rosa María Frías Roura,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Me hace falta iniciar contratar,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Me hace falta iniciar contratar para Carolina Recio Quintanilla,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Abrir solicitud de contratar,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Abrir solicitud de contratar para Encarnacion Bartolomé,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Iniciar flujo para contratar,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Iniciar flujo para contratar para Ricardo Antón Ibarra,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Tengo un problema con contratar,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Tengo un problema con contratar para Reynaldo Che Escrivá Seco,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Cómo puedo solicitar contratar,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Cómo puedo solicitar contratar para Corona Urrutia,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Deseo registrar contratar,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Deseo registrar contratar para Benita Collado,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Necesito iniciar el trámite de nuevo empleado,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Necesito iniciar el trámite de nuevo empleado para Carmela Benavente Quiroga,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quiero solicitar nuevo empleado,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quiero solicitar nuevo empleado para Amaya Beltran Montalbán,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Cómo hago para pedir nuevo empleado,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Cómo hago para pedir nuevo empleado para Consuela de Guardia,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Ayuda con nuevo empleado,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Ayuda con nuevo empleado para Tere de Gomis,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Trámite de nuevo empleado por favor,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Trámite de nuevo empleado por favor para Chucho Ugarte Solera,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Deseo tramitar nuevo empleado,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Deseo tramitar nuevo empleado para Griselda González Costa,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Requiero nuevo empleado urgente,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Requiero nuevo empleado urgente para Maricruz Teófila Pascual Tomé,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Me gustaría iniciar el proceso de nuevo empleado,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Me gustaría iniciar el proceso de nuevo empleado para Gil Alcalde-Cabrero,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
nuevo empleado es lo que busco,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
nuevo empleado es lo que busco para Lope Vicente Guerrero,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quiero abrir una solicitud para nuevo empleado,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quiero abrir una solicitud para nuevo empleado para Violeta Ferrán Nieto,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
"Por favor, necesito nuevo empleado",111e9d86-cbd2-45ff-a809-4072bbe6a4d0
"Por favor, necesito nuevo empleado para Balduino del Antúnez",111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quisiera gestionar nuevo empleado para este mes,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quisiera gestionar nuevo empleado para este mes para Débora Iborra,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Me hace falta iniciar nuevo empleado,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Me hace falta iniciar nuevo empleado para Evelia Sarabia Cámara,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Abrir solicitud de nuevo empleado,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Abrir solicitud de nuevo empleado para Dolores Mar Calatayud Torre,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Iniciar flujo para nuevo empleado,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Iniciar flujo para nuevo empleado para María Belén de Castellanos,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Tengo un problema con nuevo empleado,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Tengo un problema con nuevo empleado para Alcides Giménez,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Cómo puedo solicitar nuevo empleado,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Cómo puedo solicitar nuevo empleado para Clarisa Rueda-Vergara,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Deseo registrar nuevo empleado,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Deseo registrar nuevo empleado para Noé Pánfilo Iglesias Tamayo,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Necesito iniciar el trámite de incorporación,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Necesito iniciar el trámite de incorporación para Úrsula Bartolomé,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quiero solicitar incorporación,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quiero solicitar incorporación para Roque Canet Castelló,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Cómo hago para pedir incorporación,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Cómo hago para pedir incorporación para Armando Roldan Roca,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Ayuda con incorporación,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Ayuda con incorporación para Nieves Sans-Jimenez,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Trámite de incorporación por favor,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Trámite de incorporación por favor para Blas Sainz Prat,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Deseo tramitar incorporación,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Deseo tramitar incorporación para Sabas Cánovas-Amaya,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Requiero incorporación urgente,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Requiero incorporación urgente para Daniel Perales Sancho,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Me gustaría iniciar el proceso de incorporación,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Me gustaría iniciar el proceso de incorporación para Rolando Chamorro,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
incorporación es lo que busco,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
incorporación es lo que busco para Jacinto Girón Manzanares,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quiero abrir una solicitud para incorporación,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quiero abrir una solicitud para incorporación para Amor Vilaplana Llabrés,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
"Por favor, necesito incorporación",111e9d86-cbd2-45ff-a809-4072bbe6a4d0
"Por favor, necesito incorporación para Pía Casanovas",111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quisiera gestionar incorporación para este mes,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quisiera gestionar incorporación para este mes para Rita Peral,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Me hace falta iniciar incorporación,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Me hace falta iniciar incorporación para Rosalina Tirado Bonilla,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Abrir solicitud de incorporación,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Abrir solicitud de incorporación para Luciano Alfonso Crespi Aller,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Iniciar flujo para incorporación,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Iniciar flujo para incorporación para Mohamed Manuel Tello,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Tengo un problema con incorporación,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Tengo un problema con incorporación para Clotilde Fajardo Belda,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Cómo puedo solicitar incorporación,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Cómo puedo solicitar incorporación para Martirio Galán Toledo,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Deseo registrar incorporación,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Deseo registrar incorporación para Anselma Royo Perea,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Necesito iniciar el trámite de entrevistar candidatos,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Necesito iniciar el trámite de entrevistar candidatos para Zaida Barco Bauzà,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quiero solicitar entrevistar candidatos,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Quiero solicitar entrevistar candidatos para Ileana Llobet Lladó,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Cómo hago para pedir entrevistar candidatos,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Cómo hago para pedir entrevistar candidatos para Amarilis Arnau-Santamaria,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Ayuda con entrevistar candidatos,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Ayuda con entrevistar candidatos para Seve Robledo,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Trámite de entrevistar candidatos por favor,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Trámite de entrevistar candidatos por favor para Mariano Vinicio Jara Moll,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Deseo tramitar entrevistar candidatos,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Deseo tramitar entrevistar candidatos para Alfredo Padilla Conesa,111e9d86-cbd2-45ff-a809-4072bbe6a4d0
Necesito iniciar el trámite de contratar nuevo personal,6720c739-1916-432b-b392-e698dcfd8112
Necesito iniciar el trámite de contratar nuevo personal para Eligia Acevedo Mora,6720c739-1916-432b-b392-e698dcfd8112
Quiero solicitar contratar nuevo personal,6720c739-1916-432b-b392-e698dcfd8112
Quiero solicitar contratar nuevo personal para Sofía Cantón Prada,6720c739-1916-432b-b392-e698dcfd8112
Cómo hago para pedir contratar nuevo personal,6720c739-1916-432b-b392-e698dcfd8112
Cómo hago para pedir contratar nuevo personal para Chus Narváez Montesinos,6720c739-1916-432b-b392-e698dcfd8112
Ayuda con contratar nuevo personal,6720c739-1916-432b-b392-e698dcfd8112
Ayuda con contratar nuevo personal para Patricio Gallart Sola,6720c739-1916-432b-b392-e698dcfd8112
Trámite de contratar nuevo personal por favor,6720c739-1916-432b-b392-e698dcfd8112
Trámite de contratar nuevo personal por favor para Salomón Tomás Blanco,6720c739-1916-432b-b392-e698dcfd8112
Deseo tramitar contratar nuevo personal,6720c739-1916-432b-b392-e698dcfd8112
Deseo tramitar contratar nuevo personal para Herminia Bayo,6720c739-1916-432b-b392-e698dcfd8112
Requiero contratar nuevo personal urgente,6720c739-1916-432b-b392-e698dcfd8112
Requiero contratar nuevo personal urgente para Gabino Román Muñoz,6720c739-1916-432b-b392-e698dcfd8112
Me gustaría iniciar el proceso de contratar nuevo personal,6720c739-1916-432b-b392-e698dcfd8112
Me gustaría iniciar el proceso de contratar nuevo personal para Florina de Aznar,6720c739-1916-432b-b392-e698dcfd8112
contratar nuevo personal es lo que busco,6720c739-1916-432b-b392-e698dcfd8112
contratar nuevo personal es lo que busco para Armando Sureda Calleja,6720c739-1916-432b-b392-e698dcfd8112
Quiero abrir una solicitud para contratar nuevo personal,6720c739-1916-432b-b392-e698dcfd8112
Quiero abrir una solicitud para contratar nuevo personal para Jennifer Ortuño Perez,6720c739-1916-432b-b392-e698dcfd8112
"Por favor, necesito contratar nuevo personal",6720c739-1916-432b-b392-e698dcfd8112
"Por favor, necesito contratar nuevo personal para Elisa Francisca Fuentes Vara",6720c739-1916-432b-b392-e698dcfd8112
Quisiera gestionar contratar nuevo personal para este mes,6720c739-1916-432b-b392-e698dcfd8112
Quisiera gestionar contratar nuevo personal para este mes para Sonia Pedrosa Cáceres,6720c739-1916-432b-b392-e698dcfd8112
Me hace falta iniciar contratar nuevo personal,6720c739-1916-432b-b392-e698dcfd8112
Me hace falta iniciar contratar nuevo personal para María Luisa Piedad Mata Chico,6720c739-1916-432b-b392-e698dcfd8112
Abrir solicitud de contratar nuevo personal,6720c739-1916-432b-b392-e698dcfd8112
Abrir solicitud de contratar nuevo personal para Chita del Gallardo,6720c739-1916-432b-b392-e698dcfd8112
Iniciar flujo para contratar nuevo personal,6720c739-1916-432b-b392-e698dcfd8112
Iniciar flujo para contratar nuevo personal para Gabino Valenzuela Galán,6720c739-1916-432b-b392-e698dcfd8112
Tengo un problema con contratar nuevo personal,6720c739-1916-432b-b392-e698dcfd8112
Tengo un problema con contratar nuevo personal para Piedad Chamorro Gutierrez,6720c739-1916-432b-b392-e698dcfd8112
Cómo puedo solicitar contratar nuevo personal,6720c739-1916-432b-b392-e698dcfd8112
Cómo puedo solicitar contratar nuevo personal para Angelino Ortiz,6720c739-1916-432b-b392-e698dcfd8112
Deseo registrar contratar nuevo personal,6720c739-1916-432b-b392-e698dcfd8112
Deseo registrar contratar nuevo personal para Marco Bayón Pallarès,6720c739-1916-432b-b392-e698dcfd8112
Necesito iniciar el trámite de ingreso de personal,6720c739-1916-432b-b392-e698dcfd8112
Necesito iniciar el trámite de ingreso de personal para Pepita Almeida Yuste,6720c739-1916-432b-b392-e698dcfd8112
Quiero solicitar ingreso de personal,6720c739-1916-432b-b392-e698dcfd8112
Quiero solicitar ingreso de personal para León Reyes Machado,6720c739-1916-432b-b392-e698dcfd8112
Cómo hago para pedir ingreso de personal,6720c739-1916-432b-b392-e698dcfd8112
Cómo hago para pedir ingreso de personal para Manu Morera Salas,6720c739-1916-432b-b392-e698dcfd8112
Ayuda con ingreso de personal,6720c739-1916-432b-b392-e698dcfd8112
Ayuda con ingreso de personal para Máxima Aramburu Vilalta,6720c739-1916-432b-b392-e698dcfd8112
Trámite de ingreso de personal por favor,6720c739-1916-432b-b392-e698dcfd8112
Trámite de ingreso de personal por favor para Sebastian Campos Martinez,6720c739-1916-432b-b392-e698dcfd8112
Deseo tramitar ingreso de personal,6720c739-1916-432b-b392-e698dcfd8112
Deseo tramitar ingreso de personal para Francisco Javier Vilar Riquelme,6720c739-1916-432b-b392-e698dcfd8112
